"Jahr";"A";"B";"C";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023";"2024";"2025";"2026";"2027";"2028";"2029";"2030";"2031";"2032";"2033";"2034";"2035";"2036";"2037";"2038";"2039";"2040";"2041";"2042";"2043";"2044";"2045";"2046";"2047";"2014 HJ IST";"2014 Q1 IST";"2014 Q3 IST";"2015 HJ IST";"2015 Q1 IST";"2015 Q3 IST";"2016 HJ IST";"2016 Q1 IST";"2016 Q3 IST";"2017 HJ IST";"2017 Q1 IST";"2017 Q2 IST";"2017 Q3 IST";"2018 HJ IST";"2018 Q1 IST";"2018 Q2 IST";"2018 Q3 IST";"2019 HJ IST";"2019 Q1 IST";"2019 Q2 IST";"2019 Q3 IST";"2020 HJ IST";"2020 Q1 IST";"2020 Q2 IST";"2020 Q3 IST";"2021 HJ IST";"2021 Q1 IST";"2021 Q2 IST";"2021 Q3 IST";"2022 HJ IST";"2022 Q1 IST";"2022 Q2 IST";"2022 Q3 IST";"2023 Q1 IST";"2023 Q2 IST";"2023 Q3 IST"
2015;"I Versicherungstechnische Rechnung";"9_Aufwendungen für den Versicherungsbetrieb";"a)_Aufwendungen für die Verwaltung von Kapitalanlagen, Zinsaufwendungen u. sonstige Aufw. für die Kapitalanlagen";-353234,16;-377408,12;-356364,58;-392032,59;-713746,84;-730815,95;-802070,64;-804043,875241056;-816628,875241056;-829466,875241056;-829466,875241056;-829466,875241056;-829466,875241056;-829466,875241056;-829466,875241056;-829466,875241056;-829466,875241056;-829466,875241056;;;;;;;;;;;;;;;;;;;;;;;-403229,32;-192136,31;-614095,89;-486942,15;-264462,69;-708006,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"I Versicherungstechnische Rechnung";"9_Aufwendungen für den Versicherungsbetrieb";"b)_Abschreibungen auf Kapitalanlagen (inkl. LossRates)";-637877,48;-1280450,94;0;-383051,11;-2651968,25;-726138,57;-2586825;-1356580;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;-53084,33;-27016,13;-80100,46;-335310;-200083,67;-390230,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"I Versicherungstechnische Rechnung";"9_Aufwendungen für den Versicherungsbetrieb";"c)_Verluste aus dem Abgang von Kapitalanlagen";-12700;-5250;0;-615,78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"I Versicherungstechnische Rechnung";"10_Aufwendungen für Kapitalanlagen";;-1003811,64;-1663109,06;-356364,58;-775699,48;-3365715,09;-1456954,52;-3388895,64;-2160623,87524106;-816628,875241056;-829466,875241056;-829466,875241056;-829466,875241056;-829466,875241056;-829466,875241056;-829466,875241056;-829466,875241056;-829466,875241056;-829466,875241056;;;;;;;;;;;;;;;;;;;;;;;-456313,65;-219152,44;-694196,35;-822252,15;-464546,36;-1098236,78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"I Versicherungstechnische Rechnung";"11_Nicht realisierte Verluste aus Kapitalanlagen";;-1173085,37;0;0;-317552,03;-2563,57;-1277;-1535,09;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;-443,27;-447,32;-705,1;-2388,62;-261,71;-181879,89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"I Versicherungstechnische Rechnung";"11_Nicht realisierte Verluste aus Kapitalanlagen";"a)_Zinsen für gutgeschriebene Überschussnateile";0;0;0;0;0;-6707,34;-8246,1;-10105,2241375896;-10421,207589226;-10739,3082277644;-11048,3385925027;-11356,9970578232;-11671,3490081288;-11995,7792900647;-12333,0122214524;0;0;0;;;;;;;;;;;;;;;;;;;;;;;0;0;0;-4090,27;-2036,47;-6167,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"I Versicherungstechnische Rechnung";"11_Nicht realisierte Verluste aus Kapitalanlagen";"b)_Direktgutschrift Überschussanteile";0;-8780,03;-85062,32;-125625,55;-218028,37;-512779,36;-370480,44;-383902,628469469;-407813,288905732;-429081,399809231;-446662,597818045;-462208,135175722;-478521,217871688;-493056,903459606;-505431,749735826;-518672,888166538;-532336,834048498;-544082,084148255;;;;;;;;;;;;;;;;;;;;;;;-169807,18;-113285,11;-229456,46;16957,29;6320,87;14163,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"I Versicherungstechnische Rechnung";"11_Nicht realisierte Verluste aus Kapitalanlagen";"c)_AfA immat. VG Versicherungsbestand";-658148,73;-658148,73;-658148,73;-658148,73;-658148,73;-658148,73;-658148,73;-658148,74;-658148,74;-658148,74;-658148,74;-658148,74;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;-329074,37;-164537,18;-493611,55;-329074,37;-164537,18;-493611,55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"I Versicherungstechnische Rechnung";"11_Nicht realisierte Verluste aus Kapitalanlagen";"d)_Verminderung aktivierter, gezillmerter Abschlusskosten";0;-1483,79;-1384,74;-23489,88;-4829,98;-93324,93;-121960,63;-192530,972344917;-102151,917739457;-55173,334080398;-25369,2136524501;-12729,5331569933;-9529,1588922371;-7755,56837978215;-6579,42844678981;-5863,25577713687;-5306,92251287548;-4815,77789722255;;;;;;;;;;;;;;;;;;;;;;;-61631,94;-26477,08;-94022,76;-46186,97;-7751,75;-69968,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"I Versicherungstechnische Rechnung";"12_Sonstige versicherungstechnische Aufwendungen für eigene Rechnung";;-658148,73;-668412,55;-744595,79;-807264,16;-881007,08;-1270960,36;-1158835,9;-1244687,56495198;-1178535,15423441;-1153142,78211739;-1141228,890063;-1144443,40539054;-499721,725772054;-512808,251129453;-524344,190404068;-524536,143943675;-537643,756561373;-548897,862045477;;;;;;;;;;;;;;;;;;;;;;;-560513,49;-304299,37;-817090,77;-362394,32;-168004,53;-555584,29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"I Versicherungstechnische Rechnung";"13_Versicherungstechn. Ergebnis für eigene Rechnung";;-610393,549999994;300619,610000002;623231,880000004;494856,580000003;1088105,28000001;783296,879999991;1415383,55999998;681217,423528505;462120,291148437;560544,152646562;-17496044,6271432;-25998914,8817566;7621662,23688232;-5914278,3153285;-6406734,1787304;-6981768,84647532;-7037037,73036917;-7200327,96483501;;;;;;;;;;;;;;;;;;;;;;;372453,460000006;131321,11;409026,000000002;566383,420000005;254600,98;869213,209999993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"I Versicherungstechnische Rechnung";"13_Versicherungstechn. Ergebnis für eigene Rechnung";"";1434,00000000559;1861,79000000219;2831,36000000406;4408,02000000334;4576,94000001135;-9,42964106798172e-09;-1,58324837684631e-08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"II Nichtversicherungstechnische Rechnung";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"II Nichtversicherungstechnische Rechnung";"1_Sonstige Erträge";;67745,23;1018445,48;337808,51;177045,15;8063,52;10512,96;11415,05;11515,05;11515,05;11515,05;11515,05;11515,05;11515,05;11516,05;11517,05;11518,05;11519,05;11520,05;;;;;;;;;;;;;;;;;;;;;;;5219,24;2394,58;10438,44;14929,34;5647,46;18191,64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"II Nichtversicherungstechnische Rechnung";"2_Sonstige Aufwendungen";;-155917,68;-867176,12;-175502,45;-340036,91;-243600,86;-278127,72;-283382,24;-249788,286882309;-251528,286882309;-253177,286882309;-253177,286882309;-253177,286882309;-253177,286882309;-253177,286882309;-253177,286882309;-253177,286882309;-253177,286882309;-253177,286882309;;;;;;;;;;;;;;;;;;;;;;;-141428,82;-86945,97;-201523,48;-149982,04;-94836,64;-205931,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"II Nichtversicherungstechnische Rechnung";"3_Ergebnis der normalen Geschäftstätigkeit";;-698565,999999994;451888,970000002;785537,940000004;331864,820000003;852567,940000011;515682,119999991;1143416,36999998;442944,186646197;222107,054266128;318881,915764253;-17737706,8640255;-26240577,1186389;7380000,00000001;-6155939,55221081;-6648394,41561271;-7223428,08335762;-7278695,96725148;-7441985,20171732;;;;;;;;;;;;;;;;;;;;;;;236243,880000006;46769,7199999999;217940,960000002;431330,720000005;165411,8;681473,639999993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"II Nichtversicherungstechnische Rechnung";"4_Steuern vom Einkommen und Ertrag";;0;0;-282682,42;282682,42;-487991;474317,88;-663416,37;-122944,186646202;-62107,0542661284;-88881,9157642568;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;201450,13;201450,13;194365,63;-171330,72;-75411,8;-261473,64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"II Nichtversicherungstechnische Rechnung";"5_Sonstige Steuern";;0;-27,18;-24,16;-139,22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"II Nichtversicherungstechnische Rechnung";"6_Jahresüberschuss";;-698565,999999994;451861,790000002;502831,360000004;614408,020000004;364576,940000011;989999,999999991;479999,999999984;319999,999999995;160000;229999,999999996;-17737706,8640255;-26240577,1186389;7380000,00000001;-6155939,55221081;-6648394,41561271;-7223428,08335762;-7278695,96725148;-7441985,20171732;;;;;;;;;;;;;;;;;;;;;;;437694,010000006;248219,85;412306,590000002;260000,000000005;89999,9999999996;419999,999999993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"II Nichtversicherungstechnische Rechnung";"6_Jahresüberschuss";"";698565,999999994;-1861,79000000219;-2831,36000000418;-4408,02000000351;-4576,94000001147;9,42964106798172e-09;1,57160684466362e-08;-4,88944351673126e-09;0;-3,72529029846191e-09;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;132305,989999994;51780,1500000001;287693,409999998;-5,15137799084187e-09;3,63797880709171e-10;7,21774995326996e-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;"I Versicherungstechnische Rechnung";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;"I Versicherungstechnische Rechnung";;"a)_Gebuchte Bruttobeiträge";41852073,26;41940920,54;42693380,5;42947077,96;43726191,81;44637820,23;44200067,82;43221420,43;41828736,7672298;42344928,1720084;42271625,3137103;42119989,0521909;41601729,1107824;41030429,3158372;40214424,2727515;39261004,6277533;38277083,5417634;37369296,5644917;36273527,1632152;35308820,8388623;34243649,3466821;32984067,9388109;31804560,9194303;30570737,6162356;29613070,2819672;28674307,9602114;27699852,3733813;27123722,4179603;26408226,1123332;;;;;;;;;;;;;;;18677422,21;9775179,52;27622301,09;18425473,76;9582324,3;27100253,28;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;"I Versicherungstechnische Rechnung";;"b)_Veränderung der Beitragsüberträge";-11718,05;202869,78;-294603,99;369673,68;-4372,22;85527,26;50727,57;5514,28;15594,282645021;57697,5967934362;87342,1461677996;93077,5109865035;90679,7117185118;107122,479201814;155058,284500972;187095,307398817;143552,089309585;190331,887720528;128113,133405124;218517,452200194;107950,928407888;227390,235985029;233524,984028655;152909,956831572;110793,693667967;77362,7948004347;134062,171755819;86071,1311879538;116324,24531021;;;;;;;;;;;;;;;554077,36;-244357,31;1398815,71;703729,9;-121833,38;1529734,53;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;"I Versicherungstechnische Rechnung";"1_Verdiente Beiträge";;41840355,21;42143790,32;42398776,51;43316751,64;43721819,59;44723347,49;44250795,39;43226934,71;41844331,0498749;42402625,7688019;42358967,4598781;42213066,5631774;41692408,8225009;41137551,795039;40369482,5572524;39448099,9351521;38420635,631073;37559628,4522123;36401640,2966203;35527338,2910625;34351600,27509;33211458,1747959;32038085,903459;30723647,5730672;29723863,9756352;28751670,7550119;27833914,5451372;27209793,5491482;26524550,3576435;;;;;;;;;;;;;;;19231499,57;9530822,21;29021116,8;19129203,66;9460490,92;28629987,81;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;"I Versicherungstechnische Rechnung";"2_Beiträge aus RfB";;1547045,3;2006374,09;2363957,26;2184227,83;2194212,85;3002400,81;2017361,48;1583891,62;557489,90091524;167129,018557816;112283,852487008;93200,9328819447;51541,521755761;65421,6807837915;19477,2695462604;24618,6793106383;31525,6860194711;37192,9415024576;43139,7046377911;49421,0617909002;56016,4127877714;62867,0742225636;69691,1930791336;76751,3709309606;84279,3979346969;95274,25199798;102938,914023757;110700,462811499;118721,861207914;;;;;;;;;;;;;;;749482,05;678161,95;821753,86;42203,75;28201,81;16415,68;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;"I Versicherungstechnische Rechnung";"2_Beiträge aus RfB";"a)_Erträge aus Beteiligungen";0;0;332866,09;0;0;0;0;0;0;60000;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000;;;;;;;;;;;;;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
