"Jahr";"KennZahlen_1";"KennZahlen_2";"KennZahlen_3";"KennZahlen_4";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023";"2024";"2025";"2026";"2027";"2028";"2029";"2030";"2031";"2032";"2033";"2034";"2035";"2036";"2037";"2038";"2039";"2040";"2041";"2042";"2043";"2044";"2045";"2046";"2047";"2014 HJ IST";"2014 Q1 IST";"2014 Q3 IST";"2015 HJ IST";"2015 PLAN 2015-17";"2015 Q1 IST";"2015 Q3 IST";"2016 HJ IST";"2016 PLAN 2016-18";"2016 Q1 IST";"2016 Q3 IST";"2017 HJ IST";"2017 Q1 IST";"2017 Q2 IST";"2017 Q3 IST";"2018 HJ IST";"2018 Q1 IST";"2018 Q2 IST";"2018 Q3 IST";"2019 HJ IST";"2019 Q1 IST";"2019 Q2 IST";"2019 Q3 IST";"2020 HJ IST";"2020 Q1 IST";"2020 Q2 IST";"2020 Q3 IST";"2021 HJ IST";"2021 Q1 IST";"2021 Q2 IST";"2021 Q3 IST";"2022 HJ IST";"2022 Q1 IST";"2022 Q2 IST";"2022 Q3 IST";"2023 Q1 IST";"2023 Q2 IST";"2023 Q3 IST"
2015;"Kapitalanlageergebnis";;;;5637872,51;7732986,74;10180068,59;11359310,31;13412981,9;7167438,462;3028482,54050924;3381089,13112082;1511003,57265528;2221899,34754914;-17483560,8056922;-25987675,4321748;72903852,7792097;-6544857,40322065;-7089097,42271372;-7659134,68456693;-8062672,21412952;-8588829,05226558;;;;;;;;;;;;;;;;;;;;;;;3699924,38258153;1930412,96129076;5160611,96387229;10656878,1037555;2754170,21991233;5467821,91187773;16482442,0456332;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"Kapitalanlageergebnis";"Abschlusskostenergebnis";;;-1226514,07770972;-384014,51;-1130828,75;-1326077,26744864;-5208858,624;185323,76;525411,455505222;-25990,5443511554;41299,0618821715;70007,6197117373;12558,8270447571;10623,442731728;6291,08622988011;854,503320814576;-8274,71779298689;-17290,1804777252;-31454,5693151294;-41699,3233093788;;;;;;;;;;;;;;;;;;;;;;;-1050377,68806091;-1669631,19508464;-1227714,57159494;-1436966,27735441;-90729,3046772322;-1424553,58349754;-951528,127596837;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"Kapitalanlageergebnis";"Verwaltungskostenergebnis";;;-2254379,69;-2564024,1;-2472405,19;-2888105,35;-3032580,68;1023797,97;1001748,05;1189709,1601254;1219840,83628089;1238078,14225938;1244509,2344062;1243730,89048404;1230076,23139346;1208366,10880595;1191420,61859642;1165059,33835424;1133100,72951192;1110284,30593202;;;;;;;;;;;;;;;;;;;;;;;-536226,91610029;-277194,17880646;-812212,301931467;439770,838156029;1192148,51469392;245766,72432333;660279,49168724;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"Kostenergebnis";;;;-3480893,76770972;-2948038,61;-3603233,94;-4214182,61744864;-8241439,304;1209121,73;1527159,50550522;1163718,61577424;1261139,89816307;1308085,76197112;1257068,06145095;1254354,33321576;1236367,31762334;1209220,61212677;1183145,90080344;1147769,15787652;1101646,16019679;1068584,98262264;;;;;;;;;;;;;;;;;;;;;;;-1586604,6041612;-1946825,3738911;-2039926,8735264;-997195,439198376;1101419,21001669;-1178786,85917421;-291248,635909597;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"Sonstiges Ergebnis";;;;-745160,235933023;-503599,96;-777324,68;-537096,4;-1379778,48;-449984,09;-1562851,45;-1013666,16352851;-954569,031148437;-982992,892646566;-894110,976882309;-894110,976882309;-235962,236882309;-235961,236882309;-235960,236882309;-235959,236882309;-235958,236882309;-235957,236882309;;;;;;;;;;;;;;;;;;;;;;;-262402,97;-46207,59;-488900,11;-623062,2;-1125735,04955188;-320858,69;-930355,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"Unterschied Tarif / Normbeitrag";;;;1866482,07;1715891,87;1876213,73;;1757257,83;0;955981,650221517;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"Rohüberschuss nach Steuern";;;;2342157,18;4467812,51;5416111,1;5127479,92;3051661,54000001;8588542,08999998;4896760,98999998;3261669,97449512;1647680,29811053;2358008,81548097;-17291044,2662075;-25778368,9834632;73813913,1588112;-5662882,6487512;-6142962,66587688;-6704755,19519109;-6746359,13320298;-6897903,11756907;;;;;;;;;;;;;;;;;;;;;;;4467812,51;2342157,18;5416111,1;2923087,9;2805602,43956886;1100279,32;4842200,26999999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"Überschussverwendung";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"Jahresüberschuss";;;;-698565,999999994;451861,790000002;502831,360000004;614408,020000004;364576,940000011;989999,999999991;479999,999999984;319999,999999995;160000;229999,999999996;-17737706,8640255;-26240577,1186389;7380000,00000001;-6155939,55221081;-6648394,41561271;-7223428,08335762;-7278695,96725148;-7441985,20171732;;;;;;;;;;;;;;;;;;;;;;;437694,010000006;248219,85;412306,590000002;260000,000000005;280000,000000009;89999,9999999996;419999,999999993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"Direktgutschrift";;;;0;8780,03;85062,32;125625,55;218028,37;512779,36;370480,44;383902,628469469;407813,288905732;429081,399809231;446662,597818045;462208,135175722;478521,217871688;493056,903459606;505431,749735826;518672,888166538;532336,834048498;544082,084148255;;;;;;;;;;;;;;;;;;;;;;;169807,18;113285,11;229456,46;-16957,29;356213,738949666;-6320,87;-14163,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"Entwicklung der RfB";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"RfB am Anfang des GJ";;;;13407751,93;13407751,93;13407751,93;7724662,31;9621202,67;9754968,17;13407751,93;15145620,34;14479781,2093684;14759490,371692;15909126,5088414;15458586,9746416;15126391,8220159;80749693,5832184;80402346,0361369;80137407,6439351;79723129,7571106;79358025,948824;;;;;;;;;;;;;;;;;;;;;;;13407751,93;13407751,93;13407751,93;15145620,34;15145620,34;15145620,34;15145620,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"Zuführung zur RfB";;;;2576976,76;3922152,37;3627119,62;4387446,35;2469056,23;7085762,73;4046280,55;2557767,34602566;1079867,0092048;1698927,41567174;0;0;65955391,9409395;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;4021338,47;2093937,33;4918742,19;2451453,83;2169388,7006192;891020,89;3915812,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"Entnahme";;;;-836371,67;-975186,47;-1116310,2;-2490905,99;-2335290,73;-3432978,97;-2308412,14;-3223606,47665722;-800157,846881266;-549291,278522304;-450539,534199814;-332195,152625686;-332090,179737018;-347347,547081469;-264938,392201821;-414277,886824491;-365103,808286613;-239502,260052391;;;;;;;;;;;;;;;;;;;;;;;-975186,47;-836371,67;-1116310,2;-1078441,86;-2157368,89539213;-981997,77;-1173367,54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"RfB am Ende des GJ";;;;14665317,59;16453903,93;17210183,92;9621202,67;9754968,17;13407751,93;15145620,34;14479781,2093684;14759490,371692;15909126,5088414;15458586,9746416;15126391,8220159;80749693,5832184;80402346,0361369;80137407,6439351;79723129,7571106;79358025,948824;79118523,6887716;;;;;;;;;;;;;;;;;;;;;;;16453903,93;14665317,59;17210183,92;16518632,31;15157640,1452271;15054643,46;17888064,99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"Bindung laufender Überschuss Folgejahr";;;;2189746,09;2189746,09;2189746,09;0;2322082,1;2189746,09;2074028,63;676951,929597895;408975,487704829;280987,800557556;182069,18885828;153638,403079089;131596,95755689;77538,2860357191;91245,7896360417;105334,243836184;29899,5407673009;136875,203922387;;;;;;;;;;;;;;;;;;;;;;;2189746,09;2189746,09;2189746,09;2074028,63;2319839,54139966;2074028,63;2074028,63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"Bindung Schlussüberschuss Folgejahr";;;;12477,71;12477,71;12477,71;0;8545,28;12477,71;14883,51;56888,0760323184;65011,4620653223;82292,2262356283;67271,4892272795;84563,8758016838;106638,60082883;85406,8858950464;169146,877195212;130485,074192055;100753,364693856;184884,459188444;;;;;;;;;;;;;;;;;;;;;;;12477,71;12477,71;12477,71;14883,51;91227,0216532201;14883,51;14883,51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"Bindung für noch nicht zugeteilte Bewertungsreserven Folgejahr";;;;38347,97;38347,97;38347,97;0;22702,39;38347,97;41270,36;58268,7767332774;66545,9171158095;85796,0445426063;70951,7848097222;86322,742798122;111459,170388705;90223,2218195861;180517,491413923;136153,365243435;108152,600124354;194462,841257425;;;;;;;;;;;;;;;;;;;;;;;38347,97;38347,97;38347,97;41270,36;5462,8867483264;41270,36;41270,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"Bindung Schlussüberschussanteilsfonds";;;;2644653,75;2644653,75;2644653,75;0;2236395,38;2644653,75;3415545,36;3497303,46015486;3503087,22001849;3493287,25635944;3499283,49450072;3488996,82826981;3456938,26135026;3446725,30206437;3352325,35550412;3294906,51492906;3266006,45156834;3152237,20304023;;;;;;;;;;;;;;;;;;;;;;;2644653,75;2644653,75;2644653,75;3415545,36;5059230,55132343;3415545,36;3415545,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"Bindung Fonds für Bewertungsreserven";;;;1980114,82;1980114,82;1980114,82;0;1724219,17;1980114,82;2130265,13;2211027,33100211;2215907,48311945;2203712,35508351;2207425,92360681;2196916,72003476;2161812,40164416;2148550,83415264;2044775,1713333;1983423,91128653;1949113,06889856;1827716,09715213;;;;;;;;;;;;;;;;;;;;;;;1980114,82;1980114,82;1980114,82;2130265,13;194683,303103823;2130265,13;2130265,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"Summe Bindung";;;;6865340,34;6865340,34;6865340,34;0;6313944,32;6865340,34;7675992,99;6500439,57352046;6259527,5700239;6146075,68277873;6027001,8810028;6010438,56998347;5968445,39176884;5848444,52996736;5838010,6850826;5650303,10948726;5453925,02605242;5496175,80456061;;;;;;;;;;;;;;;;;;;;;;;6865340,34;6865340,34;6865340,34;7675992,99;7670443,30422846;7675992,99;7675992,99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"Freie RfB";;;;7799977,25;9588563,59;10344843,58;9621202,67;3441023,85;6542411,59;7469627,35;7979341,63584797;8499962,80166807;9763050,82606267;9431585,09363878;9115953,25203243;74781248,1914496;74553901,5061696;74299396,9588525;74072826,6476233;73904100,9227716;73622347,884211;;;;;;;;;;;;;;;;;;;;;;;9588563,59;7799977,25;10344843,58;8842639,32;7487196,84099861;7378650,47;10212072;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"Zuführung zur RfB";;;;2576976,76;3922152,37;3627119,62;4387446,35;2469056,23;7085762,73;4046280,55;2557767,34602566;1079867,0092048;1698927,41567174;0;0;65955391,9409395;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;4021338,47;2093937,33;4918742,19;2451453,83;2169388,7006192;891020,89;3915812,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"Solvabilität";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"Solvabilität - Ist";;;;22725183,12;27622401,7;29536830,42;25456569,67;24255154,13;29668844,62;32655251,03;34305634,3570049;35655068,174806;37784309,8475056;41282995,7977207;44464139,7076725;117442271,761779;111035510,997511;103934436,425202;96365667,9299933;88855035,3321414;88174826,8388404;;;;;;;;;;;;;;;;;;;;;;;33614070,99;31390947,46;34664888,16;34617337,37;33319072,6154258;32818811,33;36311307,23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"Solvabilität - Soll";;;;0;90652,37;112638,45;1491139,54;1724219,17;18951894,0589142;21061928,2957184;22054165,0012604;24120480,1668697;26456617,5162852;29115462,991266;31685459,1596323;30182246,0275794;31728436,9035643;33276556,0876254;34539157,4087989;35793256,2431131;37069883,208565;;;;;;;;;;;;;;;;;;;;;;;20006911,1773163;19479402,6181152;20534419,7365174;21558046,6484894;22438274,8218203;21309987,4721039;21806105,8248749;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"Solvabilität";;;;;304,706889626824;262,226889840903;17,0718896435407;14,0673265626666;1,56548176808982;1,55043975895779;1,55551726193417;1,47820723004426;1,4281610196106;1,41790621052823;1,40329794445019;3,89110444777587;3,49955818293204;3,12335315444053;2,79004107684005;2,48245185429973;2,378610861619;;;;;;;;;;;;;;;;;;;;;;;1,68012296811271;1,61149436024323;1,68813575473739;1,60577337708032;1,48492131770418;1,5400671339184;1,66518990238865;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"Kapitalanlagen";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"Nettoverzinsung";;;;0;0,0383852113714811;0,0409165201378152;0,0386;0,039559907770071;0,0407098236551859;0,0454;0,0431889436102626;0,0412256004892434;0,0492598757488027;0,0325059980650899;0,0170045055656748;0,0167213163466305;0,0164977616790251;0,0163026374213207;0,0161451672161882;0,0160196378291861;0,0159002334938062;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0,0421369119680708;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"Rendite 10-jährige Bundesanleihe";;;;;;0,0296;0,01829;0,015;0,0193;0,015;0,018;0,02;0,023;0,023;0,023;0,023;0,023;0,023;0,023;0,023;0,023;;;;;;;;;;;;;;;;;;;;;;;;;;;0,018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"Stille Reserven/Stille Lasten";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"Stille Reserven";;;;;;5251300,08999999;18270095,23;29628539,5542653;27019412,3997907;0;36757001,837;29744391,7757666;6264904,21657443;-4932533,36564477;-4900064,57439477;-4869219,22270727;-4839916,13860414;-4812078,20870617;-4785632,1753031;-4760508,44357018;-4736640,89842391;;;;;;;;;;;;;;;;;;;;;;;;;;;31839792,1642839;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"Stille Lasten";;;;;;-4977982,03999999;-9061059,36000001;-2916134,1668;-819140,892421281;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;-1493362,57304562;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"Saldo Bewertungsreserven";;;;0;0;273318,050000004;9209035,86999999;26712405,3874653;26200271,5073694;0;36757001,837;29744391,7757666;6264904,21657443;-4932533,36564477;-4900064,57439477;-4869219,22270727;-4839916,13860414;-4812078,20870617;-4785632,1753031;-4760508,44357018;-4736640,89842391;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;30346429,5912383;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"Zinszusatzreserve (Bilanzwert)";;;;;;;;0;0;-4779350,87;-10844312,8720191;-19390609,706356;-34127047,2107607;-58039398,0320474;-78788538,7827195;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;-10927241,7411798;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"Zinszusatzreserve (Bilanzwert)";"Aufwand";;;;;;;0;0;-4779350,87;-6064962,0020191;-8546296,83433687;-14736437,5044047;-23912350,8212867;-20749140,7506721;78788538,7827195;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;-6147890,87117977;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"Kosten";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"Verwaltungskostenquote";;;;0,0210100346651262;0,0215622208181509;0,0198424687874037;0,0245852521324829;0,0189605681556379;0,0185411753023676;0,019015195483924;0,0208426091242184;0,0203513032196979;0,0200534570581828;0,0198993308231949;0,0198653467574968;0,0200411659835218;0,0203228104161161;0,0205915388933664;0,0209254774665125;0,0213446654374257;0,0217063104208904;;;;;;;;;;;;;;;;;;;;;;;0,0211053920126482;0,0205554462460257;0,0222371577890914;0,0206097129289021;0,0193607608423841;0,0194358128780432;0,0205637625246811;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"Abschlusskostenquote";;;;0,0224026586454453;0,020651312861249;0,0194342894942878;0,0212316524741146;0,0199161705258818;0,0195113086393341;0,0170530180925461;0,0178011373284876;0,0183145453021163;0,0189574999052206;0,0196109088214334;0,0203943788586177;0,0211571735642396;0,0219055546381723;0,0226322080751385;0,0233367528993867;0,0240191729056165;0,0246797659836981;;;;;;;;;;;;;;;;;;;;;;;0,0107718267856386;0,0128848709186226;0,0108561146631924;0,0236888858007789;0,0237901262627939;0,0225846885727629;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"Funktionsbereichskosten";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"Verwaltungskosten";;;;879313,51;904339,39;847142,07;1055864,74;829073,44;827637,65;840472,93;888751,168683002;888751,168683002;888751,168683002;888751,168683002;888751,168683002;888751,168683002;888751,168683002;888751,168683002;888751,168683002;888751,168683002;888751,168683002;;;;;;;;;;;;;;;;;;;;;;;406271,33;207824,46;625413,22;384936,31;885795,335791883;189988,56;568018,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"Abschlusskosten";;;;1917525,73;1412163;1706258,88;1640427,9;1848287,1;1473907,46;1023520,34;981972,194572672;914972,194572672;886972,194572672;856972,194572672;856972,194572672;856972,194572672;856972,194572672;856972,194572672;856972,194572672;856972,194572672;856972,194572672;;;;;;;;;;;;;;;;;;;;;;;392969,64;285552,16;540659,17;518559,47;1534223,47708341;266790,87;643561,32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"Regulierungskosten";;;;59841,21;60053,21;74456,98;79262,48;413044,43;431406,9;416017,82;248190,184620961;248190,184620961;248190,184620961;248190,184620961;248190,184620961;248190,184620961;248190,184620961;248190,184620961;248190,184620961;248190,184620961;248190,184620961;;;;;;;;;;;;;;;;;;;;;;;205728,16;106631,74;302858,13;180697,32;280248,06193504;87057,09;258370,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"Kosten der Kapitalanlage";;;;303826,78;371480,7;353964,58;387565,92;655816,08;724015,95;794670,64;804043,875241056;816628,875241056;829466,875241056;829466,875241056;829466,875241056;829466,875241056;829466,875241056;829466,875241056;829466,875241056;829466,875241056;829466,875241056;;;;;;;;;;;;;;;;;;;;;;;399529,32;190286,31;608545,89;483242,15;764004,482239683;262612,69;702456,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"Untenehmen als Ganzes";;;;155656,83;867028,9;175344,87;199323,96;243068,35;278073;283135,53;249541,576882309;251281,576882309;252930,576882309;252930,576882309;252930,576882309;252930,576882309;252930,576882309;252930,576882309;252930,576882309;252930,576882309;252930,576882309;;;;;;;;;;;;;;;;;;;;;;;141256,25;86909,25;201258,77;149940,74;267285,894649982;94634,56;205725,47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"Summe Funktionsbereichskosten";;;;3316164,06;3615065,2;3157167,38;3362445;3989289,4;3735040,96;3357817,26;3172499;3119824;3106311;3076311;3076311;3076311;3076311;3076311;3076311;3076311;3076311;;;;;;;;;;;;;;;;;;;;;;;1545754,7;877203,92;2278735,18;1717375,99;3731557,2517;901083,77;2378131,79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"I. Versicherungstechnische Rechnung";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"I. Versicherungstechnische Rechnung";"1. Verdiente Beiträge für eigene Rechnung";;;41840355,21;42143790,32;42398776,51;43316751,64;43721819,59;44723347,49;44250795,39;42632238,8001537;43674093,5264135;44423271,3361249;44763374,4303829;44825537,8405176;44469896,9982185;44002696,3133814;43300520,723352;42689688,8973676;41719400,097056;41039111,2780614;;;;;;;;;;;;;;;;;;;;;;;19744616,91;9767696,72;29470371,2;19231499,57;45790644,1426332;9530822,21;29021116,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"I. Versicherungstechnische Rechnung";"1. Verdiente Beiträge für eigene Rechnung";"a)";"Gebuchte Bruttobeiträge";41852073,26;41940920,54;42693380,5;42947077,96;43726191,81;44637820,23;44200067,82;42641070,6733593;43670479,4326284;44319099,998788;44662364,6081135;44738769,4527711;44346280,5214901;43731705,9247976;43160988,2721935;42472205,0001148;41638093,1942212;40944368,3173193;;;;;;;;;;;;;;;;;;;;;;;19249646,24;10110432,9;28124692,28;18677422,21;45752093,2675704;9775179,52;27622301,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"I. Versicherungstechnische Rechnung";"1. Verdiente Beiträge für eigene Rechnung";"b)";"Veränderung der Bruttobeitragsüberträge";-11718,05;202869,78;-294603,99;369673,68;-4372,22;85527,26;50727,57;-8831,87320565866;3614,09378514414;104171,337336991;101009,822269411;86768,387746433;123616,476728365;270990,388583811;139532,451158489;217483,897252793;81306,9028347593;94742,9607420303;;;;;;;;;;;;;;;;;;;;;;;494970,67;-342736,18;1345678,92;554077,36;38550,8750627582;-244357,31;1398815,71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"I. Versicherungstechnische Rechnung";"2. Beiträge aus RfB";;;1547045,3;2006374,09;2363957,26;2184227,83;2194212,85;3002400,81;2017361,48;3758897,32785156;421923,905861949;322231,485627129;241081,35632708;230936,570095632;206309,981186007;170063,776723649;172170,285265949;202108,291625726;213058,860390156;116554,163746712;;;;;;;;;;;;;;;;;;;;;;;767515,17;695259,35;869584,86;749482,05;3068608,01754854;678161,95;821753,86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"I. Versicherungstechnische Rechnung";"3. Erträge aus Kapitalanlagen";;;8022945,96;10795733,58;11979590,03;13621238,31;18353384,19;19198691,86;25447504,26;25542966,1515359;25988356,0534315;34019958,7611216;24562307,1655515;13965538,0979262;14339871,0782102;14680741,4480275;15000900,6869114;15276321,1169689;15507779,915374;15738518,1783271;;;;;;;;;;;;;;;;;;;;;;;10445164,77;5294028,77;15288198,42;16932573,02;23088687,5750537;8659080,99;24875820,61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
