2015;"KA";"Aufwendungen für Kapitalanlagen";;-1003811,64;-1663109,06;-356364,58;-775699,48;-3365715,09;-1456954,52;-3388895,64;-2160623,87524106;-816628,875241056;-829466,875241056;-829466,875241056;-829466,875241056;-829466,875241056;-829466,875241056;-829466,875241056;-829466,875241056;-829466,875241056;-829466,875241056;;;;;;;;;;;;;;;;;;;;;;;;-456313,65;-219152,44;-694196,35;-822252,15;-464546,36;-1098236,78;
2015;"KA";"Ergebnis der Kapitalanlage";;7019134,32;9132624,52;11623225,45;12845538,83;14987669,1;17741737,34;22058608,62;23382342,2762949;25171727,1781905;33190491,8858805;23732840,2903104;13136071,2226851;13510404,2029692;13851274,5727865;14171433,8116704;14446854,2417278;14678313,0401329;14909051,303086;;;;;;;;;;;;;;;;;;;;;;;;9988851,12;5074876,33;14594002,07;16110320,87;8194534,63;23777583,83;
2015;"KA";"anzurechende Kapitalerträge in %";;0,9775;0,9775;0,9775;0,9775;0,9775;0,9775;0,9775;0,9775;0,9775;0,9775;0,9775;0,9775;0,9775;0,9775;0,9775;0,9775;0,9775;0,9775;;;;;;;;;;;;;;;;;;;;;;;0,9775;0,9775;0,9775;0,9775;0,9775;0,9775;0,9775;
2015;"KA";"anzurechende Kapitalerträge";;6861203,7978;8927140,4683;11361702,877375;12556514,206325;14650446,54525;17342548,24985;21562289,92605;22856239,5750782;24605363,3166812;32443705,8184482;23198851,3837784;12840509,6201747;13206420,1084024;13539620,8948988;13852576,5509078;14121800,0212889;14348050,9967299;14573597,6487666;;;;;;;;;;;;;;;;;;;;;;;;9764101,9698;4960691,612575;14265637,023425;15747838,650425;8010157,600825;23242588,193825;
2015;"KA";"90 % des Ergebnis der Kapitalanlage";;6175083,41802;8034426,42147;10225532,5896375;11300862,7856925;13185401,890725;15608293,424865;19406060,933445;20570615,6175704;22144826,9850131;29199335,2366034;20878966,2454006;11556458,6581572;11885778,0975621;12185658,8054089;12467318,895817;12709620,01916;12913245,8970569;13116237,8838899;;;;;;;;;;;;;;;;;;;;;;;0,9;8787691,77282;4464622,4513175;12839073,3210825;14173054,7853825;7209141,8407425;20918329,3744425;
2015;"KA";"rechnungsmäßige Zinsen gesamt";;0;0;0;0;0;-12102151,39;-13176136,0148369;-14449028,8566267;-15636577,933153;-16760867,2385848;-17835783,7028976;-18905603,3910271;-19919960,6435212;-20916299,4011048;-21773107,4231605;-22609860,0984184;-23230693,1888197;0;;;;;;;;;;;;;;;;;;;;;;;;-6583944,95741847;-3291972,47870924;-9875917,43612771;-7223552,08624454;-3611767,37812227;-10835360,4243668;
2015;"KA";"Aufwand Zinszusatzreserve";;;;;;;0;-4779350,87;-6064962,0020191;-8546296,83433687;-14736437,5044047;-23912350,8212867;-20749140,7506721;78788538,7827195;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"KA";"Zuführung (>0)";;6175083,41802;8034426,42147;10225532,5896375;11300862,7856925;13185401,890725;3506142,034865;1450574,04860806;56624,7589246426;0;0;0;0;70754356,2367605;0;0;0;0;13116237,8838899;;;;;;;;;;;;;;;;;;;;;;;;2203746,81540153;1172649,97260826;2963155,8849548;6949502,69913795;3597374,46262023;10082968,9500757;
2015;"Übriges Ergebnis";"Übriges Ergebnis (Kosten und Sonstiges)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;"Übriges Ergebnis";"Kostenergebnis";;-3480893,76770972;-2948038,61;-3603233,94;-4214182,61744864;-8241439,304;1209121,73;1527159,50550522;1163718,61577424;1261139,89816307;1308085,76197112;1257068,06145095;1254354,33321576;1236367,31762334;1209220,61212677;1183145,90080344;1147769,15787652;1101646,16019679;1068584,98262264;;;;;;;;;;;;;;;;;;;;;;;;-1586604,6041612;-1946825,3738911;-2039926,8735264;-997195,439198376;-1178786,85917421;-291248,635909597;
2015;"Übriges Ergebnis";"Sonstiges Ergebnis";;-745160,235933023;-503599,96;-777324,68;-537096,4;-1379778,48;-449984,09;-1562851,45;-1013666,16352851;-954569,031148437;-982992,892646566;-894110,976882309;-894110,976882309;-235962,236882309;-235961,236882309;-235960,236882309;-235959,236882309;-235958,236882309;-235957,236882309;;;;;;;;;;;;;;;;;;;;;;;;-262402,97;-46207,59;-488900,11;-623062,2;-320858,69;-930355,44;
2015;"Übriges Ergebnis";"Risiko: vorzeitiger Abgang";;0;0;0;0;0;363497,179999997;126872,889013904;462738,739557243;480604,952911923;514290,251680246;548454,505215806;569212,538991599;589190,736351579;621934,164813806;639093,968316726;634092,840351534;632278,212262721;641276,251136991;;;;;;;;;;;;;;;;;;;;;;;;63436,444506952;31718,222253476;95154,6667604281;231369,369778621;115684,684889311;347054,054667932;
2015;"Übriges Ergebnis";"Unterschied aus Tarif-/ Normbeitrag";;1866482,07;1715891,87;1876213,73;1703175,16;1757257,83;0;955981,650221517;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;
2015;"Übriges Ergebnis";"Summe";;-2359571,93364274;-1735746,7;-2504344,89;-3048103,85744864;-7863959,954;1122634,82;1047162,59474064;612791,191802973;787175,819926551;839383,1210048;911411,58978445;929455,895325055;1589595,81709262;1595193,54005826;1586279,63223785;1545902,76134574;1497966,13557721;1473903,99687732;;;;;;;;;;;;;;;;;;;;;;;;-1785571,12965424;-1961314,74163763;-2433672,31676598;-1388888,26941975;-1383960,8642849;-874550,021241665;
2015;"Übriges Ergebnis";"Zuführung (>0)";;0;0;0;0;0;561317,409999999;523581,297370321;306395,595901487;393587,909963275;419691,5605024;455705,794892225;464727,947662527;794797,908546308;797596,770029132;793139,816118927;772951,380672871;748983,067788603;736951,998438659;;;;;;;;;;;;;;;;;;;;;;;0,5;0;0;0;0;0;0;
2015;"Mindestzuführung - Gesamt vor DG";;;6175083,41802;8034426,42147;10225532,5896375;11300862,7856925;13185401,890725;4563933,92867288;2147441,84047716;363020,354826129;393587,909963275;419691,5605024;455705,794892225;464727,947662527;71549154,1453068;797596,770029132;809702,137325991;821985,512664258;1103804,68716794;13853189,8823286;;;;;;;;;;;;;;;;;;;;;;;;4166418,59158628;2976232,85955852;5051400,47469538;6949502,69913795;3597374,46262023;10082968,9500757;
2015;"Direktgutschrift";;;0;8780,03;85062,32;125625,55;218028,37;512779,36;370480,44;383902,628469469;407813,288905732;429081,399809231;446662,597818045;462208,135175722;478521,217871688;493056,903459606;505431,749735826;518672,888166538;532336,834048498;544082,084148255;;;;;;;;;;;;;;;;;;;;;;;;169807,18;113285,11;229456,46;8780,03;0;85062,32;
2015;"Mindestzuführung - Gesamt nach DG";;;6175083,41802;8025646,39147;10140470,2696375;11175237,2356925;12967373,520725;4051154,56867288;1776961,40047716;-20882,27364334;-14225,3789424566;-9389,8393068306;9043,19707417971;2519,8124868056;71070632,9274351;304539,866569526;304270,387590165;303312,62449772;571467,853119446;13309107,7981803;;;;;;;;;;;;;;;;;;;;;;;;3996611,41158628;2862947,74955852;4821944,01469538;6940722,66913795;3597374,46262023;9997906,63007568;
2015;"Zuführung zur RfB";;;2576976,76;3922152,37;3627119,62;4387446,35;2469056,23;7085762,73;4046280,55;2557767,34602566;1079867,0092048;1698927,41567174;0;0;65955391,9409395;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;4021338,47;2093937,33;4918742,19;2451453,83;891020,89;3915812,19;
2015;"Übererfüllung";;;-3598106,65802;-4103494,02147;-6513350,6496375;-6787790,8856925;-10498317,290725;3034608,16132712;2269319,14952284;2578649,619669;1094092,38814726;1708317,25497857;-9043,19707417971;-2519,8124868056;-5115240,98649561;-304539,866569526;-304270,387590165;-303312,62449772;-571467,853119446;-13309107,7981803;;;;;;;;;;;;;;;;;;;;;;;;24727,0584137188;-769010,419558516;96798,1753046243;-4489268,83913795;-2706353,57262023;-6082094,44007568;
2015;"Mindestzuführung erfüllt";;;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;0;0;
2016;"Risiko";"Risikoergebnis";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;"Risiko";"Risikoergebnis";;-23076,9188548582;94668,015;-300019,760000001;-274578,926115304;-2505566,682;661965,978410503;231048,659331709;2944306,15724068;67962,3053553504;108219,785157062;102022,924253946;116265,344774793;150004,567375061;126091,512427991;206021,427850716;159230,103564768;433639,010948073;790017,291791666;890611,109624793;924385,798173365;1034564,07352368;1070551,97173085;1199998,70056935;1104928,12239317;1292316,29333969;1410455,31598982;1349097,06623753;1531659,33420382;1701841,95936096;;;;;;;;;;;;;;;;-6113532,56455708;-2867897,04270351;-10418637,6997236;550872,865508529
2016;"Risiko";"Zuführung (>0)";;0;85201,2135;0;0;0;595769,380569453;207943,793398538;2649875,54151662;61166,0748198153;97397,8066413561;91820,6318285512;104638,810297314;135004,110637555;113482,361185192;185419,285065644;143307,093208291;390275,109853266;711015,562612499;801549,998662314;831947,218356029;931107,666171311;963496,774557762;1079998,83051241;994435,310153849;1163084,66400572;1269409,78439083;1214187,35961378;1378493,40078344;1531657,76342486;;;;;;;;;;;;0,9;;;;0;0;0;495785,578957676
2016;"KA";"Nebenrechnung: Zinstragende Passiva (inkl. AV 8)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;"KA";"mittl. Deckungsrückstellung";;;;;;;;;503640083,08;552245346,71159;624693363,889108;713023670,344683;794625801,458957;873461220,189977;929031410,53647;962930479,601594;994404728,744849;1022182644,15766;1046999618,51841;1070096174,38414;1090618509,27483;1105825322,13463;1116315594,84953;1124678641,31241;1130366711,47637;1133549425,69823;1132296857,33601;1131064113,38305;1129711890,64409;1125786322,87929;;;;;;;;;;;;;;;;;;;
2016;"KA";"mittl. noch nicht fällige Ansprüche an VN";;;;;;;;;317262,33;232443,38099974;128563,773857046;38082,7387952367;-14795,858504018;-36643,7809161976;-43205,9264393955;-47963,2579514768;-53595,9112916357;-57415,4442936312;-29486,3659883257;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
2016;"KA";"mittl. Beitragsüberträge";;;;;;;;;5220591,07;5210036,78867749;5173390,84895826;5100870,97747764;5010661,14890049;4918782,53754798;4819881,44208782;4688791,06023643;4517714,26428653;4352390,56593233;4185448,57741728;4026226,06685445;3852910,77405179;3689676,58374775;3522006,00155129;3291548,39154445;3098330,92111434;2966479,09586457;2872400,85163037;2766688,36835224;2656621,71688035;2555424,02863127;;;;;;;;;;;;;;;;;;;
2016;"KA";"mittl. Rückstellung f. noch nicht abgew. VF";;;;;;;;;828653,385;753692,415;759000;759000;759000;759000;759000;759000;759000;759000;759000;759000;759000;759000;759000;759000;759000;759000;759000;759000;759000;759000;;;;;;;;;;;;;;;;;;;
2016;"KA";"mittl. angesammelte Überschüsse";;;;;;;;;266216,495;281829,292993873;290123,009081248;298527,791387783;306755,134130419;314553,913456209;322016,458395258;329467,252582581;336940,184230372;337596,236917935;167974,766253801;1425,12105704475;1448,74526621321;1471,24079415395;1472,97196888242;1479,66686740842;1494,28514068171;1491,31063495195;1491,23853280764;1501,51878379282;1492,75919345022;1476,9693835157;;;;;;;;;;;;;;;;;;;
2016;"KA";"mittl. RfB";;;;;;;;;16977463,285;18551878,8787117;18103183,362065;17744318,2683544;17444759,4940915;17195864,6524149;16953158,111205;16714617,8095586;16483362,1132743;16214068,1366091;15933734,616759;15665805,6560514;15380500,7862333;15068658,1414383;14735934,2544269;14392172,522049;14037789,9654459;13703567,0513256;13381613,8384006;13082860,2969682;12798166,4472019;12495018,3061574;;;;;;;;;;;;;;;;;;;
2016;"KA";"mittl. übrige versicherungstechnische Rückst.";;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;4;5;6;7;8;9;10;;;;;;;;;;;;;;;;;;;
2016;"KA";"mittleres Eigenkapital (ohne Nachrangdarlehen)";;;;;;;;;23760656,04;24150656,04;24240656,04;1759264,64894415;-47747012,2785496;-99692083,8098607;-130249798,992056;-142723602,695396;-156732581,225363;-171146325,208501;-185728857,031451;-200376971,419363;-215225221,966708;-229394105,314788;-242791776,277555;-256341104,005752;-269970837,289092;-283611290,899719;-297164629,530551;-310637261,723247;-323983217,254639;-337052633,054016;;;;;;;;;;;;;;;;;;;
2016;"KA";"mittlere nachrangigen Verbindlichkeiten";;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
2016;"KA";"mittlere Rückstellungen";;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
2016;"KA";"mittleres passives Rückversicherungsgeschäft";;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
2016;"KA";"Kapitalanlageergebnis";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;"KA";"Ordentliche und ausserordentliche Erträge aus Kapitalanlagen";;8022945,96;10795733,58;11979590,03;13621238,31;18353384,19;19198691,86;25447504,26;24988265,86;26022915,2867483;72851687,321689;15954388,1818479;9485452,84556042;9737857,7676772;9970872,69375165;10179183,6095042;10360774,3477231;10505285,3411155;10621320,2053376;10719137,4840887;10785159,729303;10794689,9808984;10759471,3155989;10702072,7554824;10622396,8856763;10519938,5397472;10378124,8476893;10237057,5528725;10095904,9929682;10003042,3349877;;;;;;;;;;;;;;;;16932573,02;8659080,99;24875820,61;6151558,17
2016;"KA";"Aufwendungen für Kapitalanlagen";;-1003811,64;-1663109,06;-356364,58;-775699,48;-3365715,09;-1456954,52;-3388895,64;-1469224,75;-2798605,77061955;-2364059,06664974;-2404059,07004974;-2444059,06704974;-2444059,06704974;-2444059,04914974;-4353397,80262605;-4353397,80262605;-4353397,80262605;-4353397,80262605;-4353397,80262605;-4353397,80262605;-2444059,04914974;-2444059,04914974;-2444059,04914974;-2444059,04914974;-2444059,04914974;-2444059,04914974;-2444059,04914974;-2444059,04914974;-2444059,04914974;;;;;;;;;;;;;;;;-822252,15;-464546,36;-1098236,78;-417075,66
2016;"KA";"Ergebnis der Kapitalanlage";;7019134,32;9132624,52;11623225,45;12845538,83;14987669,1;17741737,34;22058608,62;23519041,11;23224309,5161288;70487628,2550393;13550329,1117981;7041393,77851068;7293798,70062746;7526813,64460191;5825785,80687812;6007376,54509708;6151887,53848943;6267922,4027115;6365739,68146267;6431761,92667691;8350630,93174862;8315412,26644918;8258013,70633267;8178337,83652653;8075879,49059746;7934065,79853959;7792998,50372272;7651845,94381844;7558983,28583799;;;;;;;;;;;;;;;;16110320,87;8194534,63;23777583,83;5734482,51
2016;"KA";"anzurechende Kapitalerträge in %";;0,9775;0,9775;0,9775;0,9775;0,9775;0,9775;0,9775;0,956878067326049;0,959844335433096;0,964001963314878;0,997618508021144;1,06197810419221;1,12509661826784;1,15853334235041;1,16937455518703;1,18230748287947;1,1961243366221;1,21050833330221;1,22509924823086;1,24037113141499;1,25603448738073;1,27202273103858;1,28906899172309;1,30738146918371;1,32697893987809;1,34872471526979;1,37111536907157;1,39416703779765;1,4189359111229;;;;;;;;;;;;;;;;0;0;0;0
2016;"KA";"anzurechende Kapitalerträge";;6861203,7978;8927140,4683;11361702,877375;12556514,206325;14650446,54525;17342548,24985;21562289,92605;22504854,6026987;22291721,9334012;67950212,0272671;13518059,1117075;7477806,01577357;8206228,25240233;8720064,56892936;6812525,68653299;7102566,24174289;7358422,40094941;7587372,30097389;7798662,89819327;7977771,81798409;10488680,4416645;10577393,4208804;10645149,4020577;10692207,3361988;10716522,0050162;10700870,6350671;10685100,019606;10667951,3931773;10725712,8358533;;;;;;;;;;;;;;;;0;0;0;0
2016;"KA";"90 % des Ergebnis der Kapitalanlage";;6175083,41802;8034426,42147;10225532,5896375;11300862,7856925;13185401,890725;15608293,424865;19406060,933445;20254369,1424288;20062549,740061;61155190,8245404;12166253,2005368;6730025,41419621;7385605,4271621;7848058,11203642;6131273,11787969;6392309,6175686;6622580,16085447;6828635,0708765;7018796,60837394;7179994,63618568;9439812,39749807;9519654,07879237;9580634,46185192;9622986,60257893;9644869,80451462;9630783,57156037;9616590,01764537;9601156,25385959;9653141,55226795;;;;;;;;;;;;0,9;;;;0;0;0;0
2016;"KA";"rechnungsmäßige Zinsen gesamt";;-5867991,74;-7074994,09;-8299207,21;-9557761,88;-10942635,4;-12102151,39;-13176136,0148369;-14708864,5500747;-15481976,1304789;-16560125,0684297;-17558873,3730647;-18538645,6443098;-19400207,6732328;-20294678,158133;-21085364,2004081;-21783526,909704;-22343301,0663101;-22909900,9722388;-23293656,1038621;-23757671,6109217;-23952727,3476573;-24106723,5168283;-24190019,9161781;-24025102,8471023;-23990743,5682146;-23795045,1938239;-23477807,4139463;-23282636,1419134;-22966733,6335506;;;;;;;;;;;;;;;;-7223552,08624454;-3611767,37812227;-10835360,4243668;-3869643,2164036
2016;"KA";"Aufwand Zinszusatzreserve";;;;;;;0;-4779350,87;-5792342,25;-8293988,40840595;-54887073,0544831;-41886144,731372;-43436457,4940912;-39336999,0175685;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
2016;"KA";"Zuführung (>0)";;307091,67802;959432,331470001;1926325,3796375;1743100,9056925;2242766,490725;3506142,034865;1450574,04860806;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;0;0;0
2016;"Übriges Ergebnis";"Übriges Ergebnis (Kosten und Sonstiges)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;"Übriges Ergebnis";"Kostenergebnis";;915262,05;1292731,29;1263622,35;1010434,29;857235,29;1209121,73;1527159,50550522;1306647,60283398;1062981,4041195;1289997,78307664;1201044,66469498;1202500,5538182;1178895,96378886;1160184,59101047;1124438,94547815;1088302,41004757;1046253,41867657;1010557,79707058;963821,086984979;929671,640198378;879470,065226384;820915,673088914;768238,807116646;709754,076156078;666626,289542997;620809,644225258;569945,803830985;544761,041491365;510942,823366043;;;;;;;;;;;;;;;;-997195,439198376;-1178786,85917421;-291248,635909597;-1197395,33191418
2016;"Übriges Ergebnis";"Sonstiges Ergebnis";;-745160,235933023;-503599,96;-777324,68;-537096,4;-1379778,48;-449984,09;-1562851,45;-1295902,07;-896311,17051549;-878053,661091442;-875340,295400339;-875340,295400339;-217191,552900339;-217190,552900339;-217189,552900339;-217188,552900339;-217187,552900339;-217186,552900339;41117,52;41118,52;41119,52;41120,52;41121,52;41122,52;41123,52;41124,52;41125,52;41126,52;41127,52;;;;;;;;;;;;;;;;-623062,2;-320858,69;-930355,44;-306999,43
2016;"Übriges Ergebnis";"Risiko: vorzeitiger Abgang";;231676,159999999;202927,01;36004,99;-215262,220000001;-1409635,17;363497,179999997;126872,889013904;2572555,16804873;314541,069941313;282246,171641223;280410,723265206;278354,243548157;268421,124608809;256485,947712311;239368,030809576;217419,429354165;104175,83977016;99185,7028083503;101176,788872246;108119,941327015;104579,464176461;100774,277087555;93396,8985370239;87687,1536134267;84785,3650423465;82652,0134267285;81841,8917044001;79753,5127707282;72003,6475753766;;;;;;;;;;;;;;;;231369,369778621;115684,684889311;347054,054667932;78635,2674853283
2016;"Übriges Ergebnis";"Unterschied aus Tarif-/ Normbeitrag";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;0;0;0
2016;"Übriges Ergebnis";"Summe";;401777,974066977;992058,34;522302,66;258075,67;-1932178,36;1122634,82;91180,9445191258;2583300,70088271;481211,303545324;694190,293626418;606115,092559843;605514,501966016;1230125,53549733;1199479,98582244;1146617,42338739;1088533,2865014;933241,705546389;892556,946978592;1106115,39585723;1078910,10152539;1025169,04940284;962810,470176469;902757,22565367;838563,749769505;792535,174585344;744586,177651987;692913,215535385;665641,074262093;624073,990941419;;;;;;;;;;;;;;;;-1388888,26941975;-1383960,8642849;-874550,021241665;-1425759,49442885
2016;"Übriges Ergebnis";"Zuführung (>0)";;200888,987033488;496029,17;261151,33;129037,835;0;561317,409999999;45590,4722595629;1291650,35044135;240605,651772662;347095,146813209;303057,546279922;302757,250983008;615062,767748666;599739,992911221;573308,711693693;544266,643250698;466620,852773195;446278,473489296;553057,697928613;539455,050762696;512584,524701422;481405,235088235;451378,612826835;419281,874884752;396267,587292672;372293,088825993;346456,607767692;332820,537131047;312036,99547071;;;;;;;;;;;;0,5;;;;0;0;0;0
2016;"Mindestzuführung - Gesamt vor DG";;;507980,665053489;1540662,71497;2187476,7096375;1872138,7406925;2242766,490725;4663228,82543445;1704108,31426616;3941525,89195797;301771,726592477;444492,953454565;394878,178108473;407396,061280322;750066,878386221;713222,354096412;758727,996759338;687573,73645899;856895,96262646;1157294,0361018;1354607,69659093;1371402,26911872;1443692,19087273;1444902,009646;1531377,44333925;1413717,1850386;1559352,25129839;1641702,87321683;1560643,96738147;1711313,93791448;1843694,75889557;;;;;;;;;;;;;;;;0;0;0;495785,578957676
2016;"Direktgutschrift";;;0;8780,03;85062,32;125625,55;218028,37;512779,36;370480,44;-20396,08;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;8780,03;0;85062,32;125625,55
2016;"Mindestzuführung - Gesamt nach DG";;;507980,665053489;1531882,68497;2102414,3896375;1746513,1906925;2024738,120725;4150449,46543445;1333627,87426616;3961921,97195797;301771,726592477;444492,953454565;394878,178108473;407396,061280322;750066,878386221;713222,354096412;758727,996759338;687573,73645899;856895,96262646;1157294,0361018;1354607,69659093;;1443692,19087273;1444902,009646;1531377,44333925;1413717,1850386;1559352,25129839;1641702,87321683;1560643,96738147;1711313,93791448;1843694,75889557;;;;;;;;;;;;;;;;-8780,03;0;-85062,32;370160,028957676
2016;"Zuführung zur RfB";;;2576976,76;3922152,37;3627119,62;4387446,35;2469056,23;7085762,73;4046280,55;5944440,46;5856,3674402645;7121,81994978876;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;2451453,83;891020,89;3915812,19;346513,47
2016;"Übererfüllung";;;2068996,09494651;2390269,68503;1524705,2303625;2640933,1593075;444318,109274999;2935313,26456555;2712652,67573384;1982518,48804203;-295915,359152213;-437371,133504776;-394878,178108473;-407396,061280322;-750066,878386221;-713222,354096412;-758727,996759338;-687573,73645899;-856895,96262646;-1157294,0361018;-1354607,69659093;;-1443692,19087273;-1444902,009646;-1531377,44333925;-1413717,1850386;-1559352,25129839;-1641702,87321683;-1560643,96738147;-1711313,93791448;-1843694,75889557;;;;;;;;;;;;;;;;2460233,86;891020,89;4000874,51;-23646,5589576765
2016;"Mindestzuführung erfüllt";;;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;1;1;1;0
2017;"GESAMT";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Risiko";"Risikoergebnis";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Risiko";"Risikoergebnis";;-23076,9188548582;94668,015;-300019,760000001;-274578,926115304;-2505566,682;661965,978410503;231048,659331709;2944306,15724068;136001,341738987;14914,1395176934;117656,867834742;170165,686229691;225907,164883064;297780,111056912;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
